Among	PRP	among
,	PUN	,
some	DT0	some
benefit	NN1	benefit
appeared	VVD	appear
to	TO0	to
be	VBI	be
attached	VVN	attach|attached
to	PRP	to
the	AT0	the
name	NN1	name
of	PRF	of
David	NP0	david
Faux	NP0	Faux
.	SENT	.
Should	VM0	should
he	PNP	he
neglect	VVI	neglect
it	PNP	it
,	PUN	,
as	CJS	as
beneath	PRP	beneath
the	AT0	the
attention	NN1	attention
of	PRF	of
a	AT0	a
prosperous	AJ0	prosperous
tradesman	NN1	tradesman
?	SENT	?
It	PNP	it
might	VM0	might
bring	VVI	bring
him	PNP	he
into	PRP	into
contact	NN1	contact
with	PRP	with
his	DPS	he
family	NN1	family
again	AV0	again
,	PUN	,
and	CJC	and
he	PNP	he
felt	VVD	feel
no	AT0	no
yearnings	NN2	yearning
in	PRP	in
that	DT0	that
direction	NN1	direction
:	PUN	:
moreover	AV0	moreover
,	PUN	,
he	PNP	he
had	VHD	have
small	AJ0	small
belief	NN1	belief
that	CJT	that
the	AT0	the
"	PUQ	"
something	PNI	something
to	PRP	to
his	DPS	he
advantage	NN1	advantage
"	PUQ	"
could	VM0	could
be	VBI	be
anything	PNI	anything
considerable	AJ0	considerable
.	SENT	.
On	PRP	on
the	AT0	the
other	AJ0	other
hand	NN1	hand
,	PUN	,
even	AV0	even
a	AT0	a
small	AJ0	small
gain	NN1	gain
is	VBZ	be
pleasant	AJ0	pleasant
,	PUN	,
and	CJC	and
the	AT0	the
promise	NN1	promise
of	PRF	of
it	PNP	it
in	PRP	in
this	DT0	this
instance	NN1	instance
was	VBD	be
so	AV0	so
surprising	AJ0	surprising|surprise
,	PUN	,
that	CJT	that
David	NP0	david
felt	VVD	feel
his	DPS	he
curiosity	NN1	curiosity
awakened	VVN	awaken
.	SENT	.
The	AT0	the
scale	NN1	scale
dipped	VVD	dip
at	PRP	at
last	ORD	last
on	PRP	on
the	AT0	the
side	NN1	side
of	PRF	of
writing	VVG	write|writing
to	PRP	to
the	AT0	the
lawyer	NN1	lawyer
,	PUN	,
and	CJC	and
,	PUN	,
to	TO0	to
be	VBI	be
brief	AJ0	brief
,	PUN	,
the	AT0	the
correspondence	NN1	correspondence
ended	VVD	end
in	PRP	in
an	AT0	an
appointment	NN1	appointment
for	PRP	for
a	AT0	a
meeting	NN1	meeting|meet
between	PRP	between
David	NP0	david
and	CJC	and
his	DPS	he
eldest	AJS	eldest
brother	NN1	brother
at	PRP	at
Mr	NP0	mr
Strutt	NP0	strutt
's	POS	's
,	PUN	,
the	AT0	the
vague	AJ0	vague
"	PUQ	"
something	PNI	something
"	PUQ	"
having	VHG	have
been	VBN	be
defined	VVN	define|defined
as	PRP	as
a	AT0	a
legacy	NN1	legacy
from	PRP	from
his	DPS	he
father	NN1	father
of	PRF	of
eighty-two	CRD	eighty-two
pounds	NN2	pound
,	PUN	,
three	CRD	three
shillings	NN2	shilling
.	SENT	.
David	NP0	david
,	PUN	,
you	PNP	you
know	VVB	know
,	PUN	,
had	VHD	have
expected	VVN	expect|expected
to	TO0	to
be	VBI	be
disinherited	VVN	disinherit
;	PUN	;
and	CJC	and
so	AV0	so
he	PNP	he
would	VM0	would
have	VHI	have
been	VBN	be
,	PUN	,
if	CJS	if
he	PNP	he
had	VHD	have
not	XX0	not
,	PUN	,
like	PRP	like
some	DT0	some
other	AJ0	other
indifferent	AJ0	indifferent
sons	NN2	son
,	PUN	,
come	VVN	come
of	PRF	of
excellent	AJ0	excellent
parents	NN2	parent
,	PUN	,
whose	DTQ	whose
conscience	NN1	conscience
made	VVD	make
them	PNP	they
scrupulous	AJ0	scrupulous
where	AVQ	where
much	DT0	much
more	DT0	more
highly-instructed	AJ0	highly-instructed
people	NN0	people
often	AV0	often
feel	VVB	feel
themselves	PNX	themselves
warranted	VVN	warrant
in	PRP	in
following	VVG	follow|following
the	AT0	the
bent	NN1	bent
of	PRF	of
their	DPS	they
indignation	NN1	indignation
.	SENT	.
Good	AJ0	good
Mrs	NP0	mrs
Faux	NP0	Faux
could	VM0	could
never	AV0	never
forget	VVI	forget
that	CJT	that
she	PNP	she
had	VHD	have
brought	VVN	bring
this	DT0	this
ill-conditioned	AJ0	ill-conditioned
son	NN1	son
into	PRP	into
the	AT0	the
world	NN1	world
when	CJS	when
he	PNP	he
was	VBD	be
in	PRP	in
that	DT0	that
entirely	AV0	entirely
helpless	AJ0	helpless
state	NN1	state
which	DTQ	which
excluded	VVD	exclude
the	AT0	the
smallest	AJS	small
choice	NN1	choice
on	PRP	on
his	DPS	he
part	NN1	part
;	PUN	;
and	CJC	and
,	PUN	,
somehow	AV0	somehow
or	CJC	or
other	AJ0	other
,	PUN	,
she	PNP	she
felt	VVD	feel
that	CJT	that
his	DPS	he
going	VVG	go|going
wrong	AJ0	wrong
would	VM0	would
be	VBI	be
his	DPS	he
father	NN1	father
's	POS	's
and	CJC	and
mother	NN1	mother
's	POS	's
fault	NN1	fault
,	PUN	,
if	CJS	if
they	PNP	they
failed	VVD	fail|failed
in	PRP	in
one	CRD	one
tittle	NN1	tittle
of	PRF	of
their	DPS	they
parental	AJ0	parental
duty	NN1	duty
.	SENT	.
Her	DPS	she
notion	NN1	notion
of	PRF	of
parental	AJ0	parental
duty	NN1	duty
was	VBD	be
not	XX0	not
of	PRF	of
a	AT0	a
high	AJ0	high
and	CJC	and
subtle	AJ0	subtle
kind	NN1	kind
,	PUN	,
but	CJC	but
it	PNP	it
included	VVD	include|included
giving	VVG	give|giving
him	PNP	he
his	DPS	he
due	AJ0	due
share	NN1	share
of	PRF	of
the	AT0	the
family	NN1	family
property	NN1	property
;	PUN	;
for	PRP	for
when	CJS	when
a	AT0	a
man	NN1	man
had	VHD	have
got	VVN	get
a	AT0	a
little	AJ0	little
honest	AJ0	honest
money	NN1	money
of	PRF	of
his	DPS	he
own	DT0	own
,	PUN	,
was	VBD	be
he	PNP	he
so	AV0	so
likely	AJ0	likely
to	TO0	to
steal	VVI	steal
?	SENT	?
To	TO0	to
cut	VVI	cut
the	AT0	the
delinquent	AJ0	delinquent
son	NN1	son
off	AVP	off
with	PRP	with
a	AT0	a
shilling	NN1	shilling
,	PUN	,
was	VBD	be
like	AV0	like
delivering	VVG	deliver
him	PNP	he
over	AVP	over
to	PRP	to
his	DPS	he
evil	AJ0	evil
propensities	NN2	propensity
.	SENT	.
No	ITJ	no
;	PUN	;
let	VVB	let
the	AT0	the
sum	NN1	sum
of	PRF	of
twenty	CRD	twenty
guineas	NN2	guinea
which	DTQ	which
he	PNP	he
had	VHD	have
stolen	VVN	steal|stolen
be	VBI	be
deducted	VVN	deduct
from	PRP	from
his	DPS	he
share	NN1	share
,	PUN	,
and	CJC	and
then	AV0	then
let	VVB	let
the	AT0	the
sum	NN1	sum
of	PRF	of
three	CRD	three
guineas	NN2	guinea
be	VBI	be
put	VVN	put
back	AVP	back
from	PRP	from
it	PNP	it
,	PUN	,
seeing	VVG	see|seeing
that	CJT	that
his	DPS	he
mother	NN1	mother
had	VHD	have
always	AV0	always
considered	VVN	consider|considered
three	CRD	three
of	PRF	of
the	AT0	the
twenty	CRD	twenty
guineas	NN2	guinea
as	PRP	as
his	DPS	he
;	PUN	;
and	CJC	and
,	PUN	,
though	CJS	though
he	PNP	he
had	VHD	have
run	VVN	run
away	AV0	away
,	PUN	,
and	CJC	and
was	VBD	be
,	PUN	,
perhaps	AV0	perhaps
,	PUN	,
gone	VVN	go
across	PRP	across
the	AT0	the
sea	NN1	sea
,	PUN	,
let	VVB	let
the	AT0	the
money	NN1	money
be	VBI	be
left	VVN	leave|left
to	PRP	to
him	PNP	he
all	DT0	all
the	AT0	the
same	DT0	same
,	PUN	,
and	CJC	and
be	VBI	be
kept	VVN	keep
in	PRP	in
reserve	NN1	reserve
for	PRP	for
his	DPS	he
possible	AJ0	possible
return	NN1	return
.	SENT	.
Mr	NP0	mr
Faux	NP0	Faux
agreed	VVD	agree|agreed
to	PRP	to
his	DPS	he
wife	NN1	wife
's	POS	's
views	NN2	view
,	PUN	,
and	CJC	and
made	VVD	make
a	AT0	a
codicil	NN1	codicil
to	PRP	to
his	DPS	he
will	NN1	will
accordingly	AV0	accordingly
,	PUN	,
in	PRP	in
time	NN1	time
to	TO0	to
die	VVI	die
with	PRP	with
a	AT0	a
clear	AJ0	clear
conscience	NN1	conscience
.	SENT	.
But	CJC	but
for	PRP	for
some	DT0	some
time	NN1	time
his	DPS	he
family	NN1	family
thought	VVD	think
it	PNP	it
likely	AJ0	likely
that	CJT	that
David	NP0	david
would	VM0	would
never	AV0	never
reappear	VVI	reappear
;	PUN	;
and	CJC	and
the	AT0	the
eldest	AJS	eldest
son	NN1	son
,	PUN	,
who	PNQ	who
had	VHD	have
the	AT0	the
charge	NN1	charge
of	PRF	of
Jacob	NP0	jacob
on	PRP	on
his	DPS	he
hands	NN2	hand
,	PUN	,
often	AV0	often
thought	VVD	think
it	PNP	it
a	AT0	a
little	AV0	little
hard	AJ0	hard
that	CJT	that
David	NP0	david
might	VM0	might
perhaps	AV0	perhaps
be	VBI	be
dead	AJ0	dead
,	PUN	,
and	CJC	and
yet	AV0	yet
,	PUN	,
for	PRP	for
want	NN1	want
of	PRF	of
certitude	NN1	certitude
on	PRP	on
that	DT0	that
point	NN1	point
,	PUN	,
his	DPS	he
legacy	NN1	legacy
could	VM0	could
not	XX0	not
fall	VVI	fall
to	PRP	to
his	DPS	he
legal	AJ0	legal
heir	NN1	heir
.	SENT	.
But	CJC	but
in	PRP	in
this	DT0	this
state	NN1	state
of	PRF	of
things	NN2	thing
the	AT0	the
opposite	AJ0	opposite
certitude	NN1	certitude
namely	AV0	namely
,	PUN	,
that	CJT	that
David	NP0	david
was	VBD	be
still	AV0	still
alive	AJ0	alive
and	CJC	and
in	PRP	in
England	NP0	england
seemed	VVD	seem
to	TO0	to
be	VBI	be
brought	VVN	bring
by	PRP	by
the	AT0	the
testimony	NN1	testimony
of	PRF	of
a	AT0	a
neighbour	NN1	neighbour
,	PUN	,
who	PNQ	who
,	PUN	,
having	VHG	have
been	VBN	be
on	PRP	on
a	AT0	a
journey	NN1	journey
to	PRP	to
Cattelton	NP0	Cattelton
,	PUN	,
was	VBD	be
pretty	AV0	pretty
sure	AJ0	sure
he	PNP	he
had	VHD	have
seen	VVN	see
David	NP0	david
in	PRP	in
a	AT0	a
gig	NN1	gig
,	PUN	,
with	PRP	with
a	AT0	a
stout	AJ0	stout
man	NN1	man
driving	VVG	drive|driving
by	PRP	by
his	DPS	he
side	NN1	side
.	SENT	.
He	PNP	he
could	VM0	could
"	PUQ	"
swear	VVI	swear
it	PNP	it
was	VBD	be
David	NP0	david
,	PUN	,
"	PUQ	"
though	CJS	though
he	PNP	he
could	VM0	could
"	PUQ	"
give	VVI	give
no	AT0	no
account	NN1	account
why	AVQ	why
,	PUN	,
for	CJS	for
he	PNP	he
had	VHD	have
no	AT0	no
marks	NN2	mark
on	PRP	on
him	PNP	he
;	PUN	;
but	CJC	but
no	AV0	no
more	AV0	more
had	VHD	have
a	AT0	a
white	AJ0	white
dog	NN1	dog
,	PUN	,
and	CJC	and
that	DT0	that
did	VDD	do
n't	XX0	not
hinder	VVI	hinder
folks	NN2	folk
from	PRP	from
knowing	VVG	know|knowing
a	AT0	a
white	AJ0	white
dog	NN1	dog
.	SENT	.
"	PUQ	"
It	PNP	it
was	VBD	be
this	DT0	this
incident	NN1	incident
which	DTQ	which
had	VHD	have
led	VVN	lead
to	PRP	to
the	AT0	the
advertisement	NN1	advertisement
.	SENT	.
The	AT0	the
legacy	NN1	legacy
was	VBD	be
paid	VVN	pay|paid
,	PUN	,
of	PRF	of
course	NN1	course
,	PUN	,
after	PRP	after
a	AT0	a
few	DT0	few
preliminary	AJ0	preliminary
disclosures	NN2	disclosure
as	CJS	as
to	PRP	to
Mr	NP0	mr
David	NP0	david
's	POS	's
actual	AJ0	actual
position	NN1	position
.	SENT	.
He	PNP	he
begged	VVD	beg
to	TO0	to
send	VVI	send
his	DPS	he
love	NN1	love
to	PRP	to
his	DPS	he
mother	NN1	mother
,	PUN	,
and	CJC	and
to	TO0	to
say	VVI	say
that	CJT	that
he	PNP	he
hoped	VVD	hope
to	TO0	to
pay	VVI	pay
her	PNP	she
a	AT0	a
dutiful	AJ0	dutiful
visit	NN1	visit
by	PRP	by
and	CJC	and
by	PRP	by
;	PUN	;
but	CJC	but
,	PUN	,
at	PRP	at
present	NN1	present
,	PUN	,
his	DPS	he
business	NN1	business
and	CJC	and
near	AJ0	near
prospect	NN1	prospect
of	PRF	of
marriage	NN1	marriage
made	VVD	make
it	PNP	it
difficult	AJ0	difficult
for	PRP	for
him	PNP	he
to	TO0	to
leave	VVI	leave
home	AV0	home
.	SENT	.
His	DPS	he
brother	NN1	brother
replied	VVD	reply
with	PRP	with
much	DT0	much
frankness	NN1	frankness
.	SENT	.
"	PUQ	"
My	DPS	i
mother	NN1	mother
may	VM0	may
do	VDI	do
as	CJS	as
she	PNP	she
likes	VVZ	like
about	PRP	about
having	VHG	have
you	PNP	you
to	TO0	to
see	VVI	see
her	PNP	she
,	PUN	,
but	CJC	but
,	PUN	,
for	PRP	for
my	DPS	i
part	NN1	part
,	PUN	,
I	PNP	i
do	VDB	do
n't	XX0	not
want	VVI	want
to	TO0	to
catch	VVI	catch
sight	NN1	sight
of	PRF	of
you	PNP	you
on	PRP	on
the	AT0	the
premises	NN2	premise
again	AV0	again
.	SENT	.
When	CJS	when
folks	NN2	folk
have	VHB	have
taken	VVN	take|taken
a	AT0	a
new	AJ0	new
name	NN1	name
,	PUN	,
they	PNP	they
'd	VM0	would
better	AV0	well
keep	VVI	keep
to	PRP	to
their	DPS	they
new	AJ0	new
"	PUQ	"
quinetance	NN1	quinetance
.	SENT	.
"	PUQ	"
David	NP0	david
pocketed	VVD	pockete
the	AT0	the
insult	NN1	insult
along	AVP	along
with	PRP	with
the	AT0	the
eighty-two	CRD	eighty-two
pounds	NN2	pound
three	CRD	three
,	PUN	,
and	CJC	and
travelled	VVD	travel
home	AV0	home
again	AV0	again
in	PRP	in
some	DT0	some
triumph	NN1	triumph
at	PRP	at
the	AT0	the
ease	NN1	ease
of	PRF	of
a	AT0	a
transaction	NN1	transaction
which	DTQ	which
had	VHD	have
enriched	VVN	enrich|enriched
him	PNP	he
to	PRP	to
this	DT0	this
extent	NN1	extent
.	SENT	.
He	PNP	he
had	VHD	have
no	AT0	no
intention	NN1	intention
of	PRF	of
offending	VVG	offending|offend
his	DPS	he
brother	NN1	brother
by	PRP	by
further	AJC	far
claims	NN2	claim
on	PRP	on
his	DPS	he
fraternal	AJ0	fraternal
recognition	NN1	recognition
,	PUN	,
and	CJC	and
relapsed	VVD	relapse
with	PRP	with
full	AJ0	full
contentment	NN1	contentment
into	PRP	into
the	AT0	the
character	NN1	character
of	PRF	of
Mr	NP0	mr
Edward	NP0	edward
Freely	AV0	freely
,	PUN	,
the	AT0	the
orphan	NN1	orphan
,	PUN	,
scion	NN1	scion
of	PRF	of
a	AT0	a
great	AJ0	great
but	CJC	but
reduced	AJ0	reduced|reduce
family	NN1	family
,	PUN	,
with	PRP	with
an	AT0	an
eccentric	AJ0	eccentric
uncle	NN1	uncle
in	PRP	in
the	AT0	the
West	NP0	west
Indies	NP0	indies
.	SENT	.
(	PUL	(
I	PNP	i
have	VHB	have
already	AV0	already
hinted	VVN	hint
that	CJT	that
he	PNP	he
had	VHD	have
some	DT0	some
acquaintance	NN1	acquaintance
with	PRP	with
imaginative	AJ0	imaginative
literature	NN1	literature
;	PUN	;
and	CJC	and
being	VBG	be
of	PRF	of
a	AT0	a
practical	AJ0	practical
turn	NN1	turn
,	PUN	,
he	PNP	he
had	VHD	have
,	PUN	,
you	PNP	you
perceive	VVB	perceive
,	PUN	,
applied	VVN	apply|applied
even	AV0	even
this	DT0	this
form	NN1	form
of	PRF	of
knowledge	NN1	knowledge
to	PRP	to
practical	AJ0	practical
purposes	NN2	purpose
.	SENT	.
)	PUR	)
It	PNP	it
was	VBD	be
little	AV0	little
more	AV0	more
than	CJS	than
a	AT0	a
week	NN1	week
after	PRP	after
the	AT0	the
return	NN1	return
from	PRP	from
his	DPS	he
fruitful	AJ0	fruitful
journey	NN1	journey
,	PUN	,
that	CJT	that
the	AT0	the
day	NN1	day
of	PRF	of
his	DPS	he
marriage	NN1	marriage
with	PRP	with
Penny	NP0	penny
having	VHG	have
been	VBN	be
fixed	VVN	fix|fixed
,	PUN	,
it	PNP	it
was	VBD	be
agreed	VVN	agree|agreed
that	CJT	that
Mrs	NP0	mrs
Palfrey	NP0	palfrey
should	VM0	should
overcome	VVI	overcome
her	DPS	she
reluctance	NN1	reluctance
to	TO0	to
move	VVI	move
from	PRP	from
home	NN1	home
,	PUN	,
and	CJC	and
that	CJT	that
she	PNP	she
and	CJC	and
her	DPS	she
husband	NN1	husband
should	VM0	should
bring	VVI	bring
their	DPS	they
two	CRD	two
daughters	NN2	daughter
to	TO0	to
inspect	VVI	inspect
little	DT0	little
Penny	NP0	penny
's	POS	's
future	AJ0	future
abode	NN1	abode
and	CJC	and
decide	VVB	decide
on	PRP	on
the	AT0	the
new	AJ0	new
arrangements	NN2	arrangement
to	TO0	to
be	VBI	be
made	VVN	make
for	PRP	for
the	AT0	the
reception	NN1	reception
of	PRF	of
the	AT0	the
bride	NN1	bride
.	SENT	.
Mr	NP0	mr
Freely	AV0	freely
meant	VVD	mean
her	PNP	she
to	TO0	to
have	VHI	have
a	AT0	a
house	NN1	house
so	AV0	so
pretty	AJ0	pretty
and	CJC	and
comfortable	AJ0	comfortable
that	CJT	that
she	PNP	she
need	VM0	need
not	XX0	not
envy	VVI	envy
even	AV0	even
a	AT0	a
wool-factor	NN1	wool-factor
's	POS	's
wife	NN1	wife
.	SENT	.
Of	PRF	of
course	NN1	course
,	PUN	,
the	AT0	the
upper	AJ0	upper
room	NN1	room
over	PRP	over
the	AT0	the
shop	NN1	shop
was	VBD	be
to	TO0	to
be	VBI	be
the	AT0	the
best	AJS	good
sitting-room	NN1	sitting-room
;	PUN	;
but	CJC	but
also	AV0	also
the	AT0	the
parlour	NN1	parlour
behind	PRP	behind
the	AT0	the
shop	NN1	shop
was	VBD	be
to	TO0	to
be	VBI	be
made	VVN	make
a	AT0	a
suitable	AJ0	suitable
bower	NN1	bower
for	PRP	for
the	AT0	the
lovely	AJ0	lovely
Penny	NP0	penny
,	PUN	,
who	PNQ	who
would	VM0	would
naturally	AV0	naturally
wish	VVI	wish
to	TO0	to
be	VBI	be
near	PRP	near
her	DPS	she
husband	NN1	husband
,	PUN	,
though	CJS	though
Mr	NP0	mr
Freely	AV0	freely
declared	VVD	declare|declared
his	DPS	he
resolution	NN1	resolution
never	AV0	never
to	TO0	to
allow	VVI	allow
his	DPS	he
wife	NN1	wife
to	TO0	to
wait	VVI	wait
in	PRP	in
the	AT0	the
shop	NN1	shop
.	SENT	.
The	AT0	the
decisions	NN2	decision
about	PRP	about
the	AT0	the
parlour	NN1	parlour
furniture	NN1	furniture
were	VBD	be
left	VVN	leave|left
till	PRP	till
last	ORD	last
,	PUN	,
because	CJS	because
the	AT0	the
party	NN1	party
was	VBD	be
to	TO0	to
take	VVI	take
tea	NN1	tea
there	AV0	there
;	PUN	;
and	CJC	and
,	PUN	,
about	PRP	about
five	CRD	five
o'clock	AV0	o'clock
,	PUN	,
they	PNP	they
were	VBD	be
all	AV0	all
seated	VVN	seat|seated
there	AV0	there
with	PRP	with
the	AT0	the
best	AJS	good
muffins	NN2	muffin
and	CJC	and
buttered	AJ0	buttered|butter
buns	NN2	bun
before	PRP	before
them	PNP	they
,	PUN	,
little	DT0	little
Penny	NN1	penny
blushing	VVG	blush
and	CJC	and
smiling	VVG	smiling|smile
,	PUN	,
with	PRP	with
her	DPS	she
"	PUQ	"
crop	NN1	crop
"	PUQ	"
in	PRP	in
the	AT0	the
best	AJS	good
order	NN1	order
,	PUN	,
and	CJC	and
a	AT0	a
blue	AJ0	blue
frock	NN1	frock
showing	VVG	show|showing
her	DPS	she
little	DT0	little
white	AJ0	white
shoulders	NN2	shoulder
,	PUN	,
while	CJS	while
her	DPS	she
opinion	NN1	opinion
was	VBD	be
being	VBG	be
always	AV0	always
asked	VVN	ask
and	CJC	and
never	AV0	never
given	VVN	give|given
.	SENT	.
She	PNP	she
secretly	AV0	secretly
wished	VVD	wish|wished
to	TO0	to
have	VHI	have
a	AT0	a
particular	AJ0	particular
sort	NN1	sort
of	PRF	of
chimney	NN1	chimney
ornaments	NN2	ornament
,	PUN	,
but	CJC	but
she	PNP	she
could	VM0	could
not	XX0	not
have	VHI	have
brought	VVN	bring
herself	PNX	herself
to	TO0	to
mention	VVI	mention
it	PNP	it
.	SENT	.
Seated	VVN	seat
by	PRP	by
the	AT0	the
side	NN1	side
of	PRF	of
her	DPS	she
yellow	AJ0	yellow
and	CJC	and
rather	AV0	rather
withered	AJ0	withered|wither
lover	NN1	lover
,	PUN	,
who	PNQ	who
,	PUN	,
though	CJS	though
he	PNP	he
had	VHD	have
not	XX0	not
reached	VVN	reach
his	DPS	he
thirtieth	ORD	thirtieth
year	NN1	year
,	PUN	,
had	VHD	have
already	AV0	already
crow's-feet	NN2	crow's-feet
about	PRP	about
his	DPS	he
eyes	NN2	eye
,	PUN	,
she	PNP	she
was	VBD	be
quite	AV0	quite
tremulous	AJ0	tremulous
at	PRP	at
the	AT0	the
greatness	NN1	greatness
of	PRF	of
her	DPS	she
lot	NN1	lot
in	PRP	in
being	VBG	be
married	VVN	married|marry
to	PRP	to
a	AT0	a
man	NN1	man
who	PNQ	who
had	VHD	have
travelled	VVN	travel
so	AV0	so
much	AV0	much
and	CJC	and
before	PRP	before
her	DPS	she
sister	NN1	sister
Letty	NN1	letty
!	SENT	!
The	AT0	the
handsome	AJ0	handsome
Letitia	NP0	letitia
looked	VVD	look
rather	AV0	rather
proud	AJ0	proud
and	CJC	and
contemptuous	AJ0	contemptuous
,	PUN	,
thought	VVD	think
her	DPS	she
nature	NN1	nature
brother-in-law	NN1	brother-in-law
an	AT0	an
odious	AJ0	odious
person	NN1	person
,	PUN	,
and	CJC	and
was	VBD	be
vexed	VVN	vex|vexed
with	PRP	with
her	DPS	she
father	NN1	father
and	CJC	and
mother	NN1	mother
for	PRP	for
letting	VVG	let|letting
Penny	NP0	penny
marry	VVI	marry
him	PNP	he
.	SENT	.
Dear	ITJ	dear
little	AJ0	little
Penny	NP0	penny
!	SENT	!
She	PNP	she
certainly	AV0	certainly
did	VDD	do
look	VVI	look
like	PRP	like
a	AT0	a
fresh	AJ0	fresh
white-heart	AJ0	white-heart
cherry	NN1	cherry
going	VVG	go|going
to	TO0	to
be	VBI	be
bitten	VVN	bitten
off	PRP	off
the	AT0	the
stem	NN1	stem
by	PRP	by
that	DT0	that
lipless	AJ0	lipless
mouth	NN1	mouth
.	SENT	.
Would	VM0	would
no	AT0	no
deliverer	NN1	deliverer
come	VVB	come
to	TO0	to
make	VVI	make
a	AT0	a
slip	NN1	slip
between	PRP	between
that	DT0	that
cherry	NN1	cherry
and	CJC	and
that	DT0	that
mouth	NN1	mouth
without	PRP	without
a	AT0	a
lip	NN1	lip
?	SENT	?
"	PUQ	"
Quite	AV0	quite
a	AT0	a
family	NN1	family
likeness	NN1	likeness
between	PRP	between
the	AT0	the
admiral	NN1	admiral
and	CJC	and
you	PNP	you
,	PUN	,
Mr	NP0	mr
Freely	AV0	freely
,	PUN	,
"	PUQ	"
observed	VVD	observe
Mrs	NP0	mrs
Palfrey	NP0	palfrey
,	PUN	,
who	PNQ	who
was	VBD	be
looking	VVG	look|looking
at	PRP	at
the	AT0	the
family	NN1	family
portrait	NN1	portrait
for	PRP	for
the	AT0	the
first	ORD	first
time	NN1	time
.	SENT	.
"	PUQ	"
It	PNP	it
's	VBZ	be
wonderful	AJ0	wonderful
!	SENT	!
and	CJC	and
only	AV0	only
a	AT0	a
grand-uncle	NN1	grand-uncle
.	SENT	.
Do	VDB	do
you	PNP	you
feature	VVI	feature
the	AT0	the
rest	NN1	rest
of	PRF	of
your	DPS	you
family	NN1	family
,	PUN	,
as	CJS	as
you	PNP	you
know	VVB	know
of	PRF	of
?	SENT	?
"	PUQ	"
"	PUQ	"
I	PNP	i
ca	VM0	can
n't	XX0	not
say	VVI	say
,	PUN	,
"	PUQ	"
said	VVD	say|said
Mr	NP0	mr
Freely	AV0	freely
,	PUN	,
with	PRP	with
a	AT0	a
sigh	NN1	sigh
.	SENT	.
"	PUQ	"
My	DPS	i
family	NN1	family
have	VHB	have
mostly	AV0	mostly
thought	VVN	think
themselves	PNX	themselves
too	AV0	too
high	AJ0	high
to	TO0	to
take	VVI	take
any	DT0	any
notice	NN1	notice
of	PRF	of
me	PNP	i
.	SENT	.
"	PUQ	"
At	PRP	at
this	DT0	this
moment	NN1	moment
an	AT0	an
extraordinary	AJ0	extraordinary
disturbance	NN1	disturbance
was	VBD	be
heard	VVN	hear
in	PRP	in
the	AT0	the
shop	NN1	shop
,	PUN	,
as	CJS	as
of	PRF	of
a	AT0	a
heavy	AJ0	heavy
animal	NN1	animal
stamping	VVG	stamp|stamping
about	AVP	about
and	CJC	and
making	VVG	make|making
angry	AJ0	angry
noises	NN2	noise
,	PUN	,
and	CJC	and
then	AV0	then
of	PRF	of
a	AT0	a
glass	NN1	glass
vessel	NN1	vessel
falling	VVG	fall|falling
in	PRP	in
shivers	NN2	shiver
,	PUN	,
while	CJS	while
the	AT0	the
voice	NN1	voice
of	PRF	of
the	AT0	the
apprentice	NN1	apprentice
was	VBD	be
heard	VVN	hear
calling	VVG	call|calling
"	PUQ	"
Master	NN1	master
"	PUQ	"
in	PRP	in
great	AJ0	great
alarm	NN1	alarm
.	SENT	.
Mr	NP0	mr
Freely	AV0	freely
rose	VVD	rise|rose
in	PRP	in
anxious	AJ0	anxious
astonishment	NN1	astonishment
,	PUN	,
and	CJC	and
hastened	VVD	hasten
into	PRP	into
the	AT0	the
shop	NN1	shop
,	PUN	,
followed	VVN	follow
by	PRP	by
the	AT0	the
four	CRD	four
Palfreys	NP0	Palfreys
,	PUN	,
who	PNQ	who
made	VVD	make
a	AT0	a
group	NN1	group
at	PRP	at
the	AT0	the
parlour-door	NN1	parlour-door
,	PUN	,
transfixed	VVN	transfix
with	PRP	with
wonder	NN1	wonder
at	PRP	at
seeing	VVG	see|seeing
a	AT0	a
large	AJ0	large
man	NN1	man
in	PRP	in
a	AT0	a
smock-frock	NN1	smock-frock
,	PUN	,
with	PRP	with
a	AT0	a
pitchfork	NN1	pitchfork
in	PRP	in
his	DPS	he
hand	NN1	hand
,	PUN	,
rush	VVB	rush
up	AVP	up
to	PRP	to
Mr	NP0	mr
Freely	AV0	freely
and	CJC	and
hug	VVB	hug
him	PNP	he
,	PUN	,
crying	VVG	cry|crying
out	AVP	out
,	PUN	,
"	PUQ	"
Zavy	NP0	Zavy
,	PUN	,
Zavy	NP0	Zavy
,	PUN	,
b'other	NP0	b'other
Zavy	NP0	Zavy
!	SENT	!
"	PUQ	"
It	PNP	it
was	VBD	be
Jacob	NP0	jacob
,	PUN	,
and	CJC	and
for	PRP	for
some	DT0	some
moments	NN2	moment
David	NP0	david
lost	VVD	lose|lost
all	DT0	all
presence	NN1	presence
of	PRF	of
mind	NN1	mind
.	SENT	.
He	PNP	he
felt	VVD	feel
arrested	VVN	arrest|arrested
for	PRP	for
having	VHG	have
stolen	VVN	steal|stolen
his	DPS	he
mother	NN1	mother
's	POS	's
guineas	NN2	guinea
.	SENT	.
He	PNP	he
turned	VVD	turn|turned
cold	AJ0	cold
,	PUN	,
and	CJC	and
trembled	VVD	tremble
in	PRP	in
his	DPS	he
brother	NN1	brother
's	POS	's
grasp	NN1	grasp
.	SENT	.
"	PUQ	"
Why	AVQ	why
